Ticker,Description,Current Ratio (MRQ),Debt to Equity Ratio (MRQ),Net Debt (MRQ),Quick Ratio (MRQ),Total Assets (MRQ),Total Debt (MRQ),Total Current Assets (MRQ),Basic EPS (FY),Basic EPS (TTM),Dividends Paid (FY),Dividends per Share (FY),Dividends per Share (MRQ),Dividends Yield (FY),Country,EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),EPS Diluted (FY),EPS Forecast (FQ),EPS Diluted (TTM),EPS Diluted (MRQ),Exchange,Goodwill,Gross Margin (TTM),Gross Profit (FY),Gross Profit (MRQ),Industry,Last Year Revenue (FY),Market Capitalization,Net Income (FY),Net Margin (TTM),Number of Shareholders,Number of Employees,Operating Margin (TTM),Pretax Margin (TTM),Price to Book (FY),Price to Book (MRQ),Price to Earnings Ratio (TTM),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Price to Sales (FY),Rating,Recent Earnings Date,Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Revenue per Employee (TTM),Sector,Shares Float,Total Liabilities (FY),Total Liabilities (MRQ),Total Revenue (FY),Total Shares Outstanding (MRQ),Upcoming Earnings Date,1-Year Beta,Yearly Performance,YTD Performance
PREMSYN,PREMIER SYNTHETICS LTD.,1.90473561,0.08747139,23082000,1.34030133,431886000,28512000,144878000,3.45,3.4549,,,,0,India,20918000,,,3.45,,3.4549,,BSE,,15.89416208,38715000,24405000,Textiles,243580000,102198705,15850000,6.50669185,431,,5.59282371,6.50669185,,,6.44012851,,,,Buy,2021-06-29,,,,,Process Industries,,105928000,105928000,243580000,4593200,,-0.5345642,728.5198917,273.77851792
INDOASIAF,INDO ASIAN FINANCE LTD.,,0.03936277,4736450,,135131422,5105317,,5.93,5.9306,,,,0,India,-1980520,,,5.93,,5.9306,,BSE,0,62.87861723,3773225,3968946,Financial Conglomerates,5960679,102000003,53412530,906.08830614,,,14.68141263,906.08830614,,,1.14659562,,,,Buy,2021-06-16,39.46162327,51.86526738,42.85117603,,Finance,,5432283,5432283,5960679,15000000,,-0.07262498,-14.73812424,102.89855072
KCLINFRA,KCL INFRA PROJECTS LIMITED,1.77114698,0.20591452,36913000,,332970000,39536000,182584000,0.1903,,0,0,,0,India,,19.6479,,0.1903,,,,BSE,0,,8386593.99999998,,Investment Banks/Brokers,140675674,101900965,5010565,,2460,18,,,0.53164672,,,2.67038,,0.7243681,Strong Buy,,1.72440016,2.64953598,2.25281205,7815315.22222222,Finance,,141842797,140969000,140675674,26331000,,0.2198065,383.33333333,89.71962617
VFL,VIJI FINANCE LTD,,0.3181179,29493000,,157441000,35515000,,0.05,0.0472,,,,0,India,6078000,,,0.05,,0.0472,,BSE,,90.95609855,8568000,429000,Finance/Rental/Leasing,9444000,101475002,4466000,40.40352834,7865,,56.67646761,56.67646761,,,26.05932203,,,,Neutral,2021-06-30,2.51066592,3.66837498,2.6945548,,Finance,49514685,45800000,45800000,9444000,82500000,,1.516779,193.18181818,74.32432432
VIJIFIN,VIJI FINANCE LTD,,0.3181179,29493000,,157441000,35515000,,0.05,0.0472,,,,0,India,6078000,,,0.05,,0.0472,,NSE,,90.95609855,8568000,429000,Finance/Rental/Leasing,9444000,101475002,4466000,40.40352834,7865,,56.67646761,56.67646761,,,26.48305085,,,,Neutral,2021-06-30,2.51066592,3.66837498,2.6945548,,Finance,49514685,45800000,45800000,9444000,82500000,,1.516779,85.71428571,85.71428571
RAMASIGNS,RAMASIGNS INDUSTRIES LIMITED,1.3275723,0.17094971,17409000,0.95722214,598488000,29416000,549676000,0.09,0.0934,,,,0,India,15915000,,,0.09,,0.0834,,BSE,,10.02042536,32575000.00000001,22078000,Commercial Printing/Forms,325086000,101352496,2654000,0.81639935,7425,,2.49195597,1.09878617,,,42.56594724,,,,Buy,2021-06-30,0.4237933,1.55434619,1.45236742,,Commercial Services,,422641000,422641000,325086000,28550000,,0.30175805,-17.47572816,13.71237458
GTNTEX,GTN TEXTILES LTD.,0.23799865,1.75734758,703200000,0.11345504,1361800000,723500000,176000000,-30.93,-30.9308,,,,0,India,-87800000,,,-30.93,,-30.9308,,BSE,,-0.17293558,-799999.99999998,26000000,Textiles,462600000,100922938,-360000000,-77.82101167,15297,,-25.6593169,-51.03761349,,,,,,,Buy,2021-06-30,-22.86598437,-62.37930255,-54.75372611,,Process Industries,,950100000,950100000,462600000,11640478,,0.70250654,46.01769912,19.56521739
GTNTEX,GTN TEXTILES,0.23799865,1.75734758,703200000,0.11345504,1361800000,723500000,176000000,-30.93,-30.9308,,,,0,India,-87800000,,,-30.93,,-30.9308,,NSE,,-0.17293558,-799999.99999998,26000000,Textiles,462600000,100922938,-360000000,-77.82101167,15297,,-25.6593169,-51.03761349,,,,,,,Buy,2021-06-30,-22.86598437,-62.37930255,-54.75372611,,Process Industries,,950100000,950100000,462600000,11640478,,0.70250654,39.68253968,33.33333333
MFLINDIA,MFL INDIA LTD.,,,,,,,,0.9009,-0.0023,,0,,0,India,-804320,,,0.9009,,-0.0023,,BSE,,2.15764928,-4106678,1328969.82,Real Estate Development,11943812,100881758,324573786,-0.95895779,12437,,-0.95436384,-0.95895779,,,,,1.1789829,8.44636202,Strong Buy,2021-02-08,,,,,Finance,,94900213,,11943812,360292000,,-0.64977777,-9.375,81.25
NHCFOODS,NHC FOODS LTD.,1.31281082,1.22704574,228871000,0.78265391,693300000,273241000,503673000,1.17,1.1056,,,,0,India,39053000,,,1.17,,1.1056,,BSE,30926000,7.40455239,112385000,41558000,Agricultural Commodities/Milling,1517796000,100767496,13821000,0.86507014,8514,,1.77098899,1.21129585,,,7.68813314,,,,Neutral,2021-06-10,1.99657101,6.0847321,4.60433572,,Process Industries,,470618000,470618000,1517796000,11855000,2021-09-01,0.25782296,48.27586207,27.21893491
NAGREEKCAP,NAGREEKA CAPITAL & INFRASTRUCT,,0.54398578,118269000,,1197531000,120000000,,0.14,0.1412,,,,0,India,2427000,,,0.14,,0.1412,,BSE,,7.39150604,8126000,-3589000,Investment Trusts/Mutual Funds,109937000,99030105,1753000,1.59182077,10409,,1.84742171,1.84287365,,,55.59490085,,,,Buy,2021-06-29,0.1452582,0.79656646,0.23531236,,Miscellaneous,,976937000,976937000,109937000,12615300,,0.35282102,13.51724138,32.74193548
RELIABVEN,RELIABLE VENTURES INDIA LTD.,3.53721248,0.03634307,-89221000,3.37728301,342503000,10794000,134407000,-0.5784,-0.6821,,,,0,India,2148000,,,-0.5784,,-0.6821,,BSE,,24.49527588,24449000,18967000,Hotels/Resorts/Cruise lines,99807000,99005972,-6370000,-6.38331981,1709,,-7.52051459,-5.98655405,,,,,,,Buy,2021-06-29,-1.91131799,-2.15087504,,,Consumer Services,,45499000,45499000,99807000,11012900,,-0.13585706,32.63009845,11.20283019
SURYVANSP,SURYAVANSHI SPINNING MILLS LTD,0.36186388,-2.38983117,304931000,,432498000,307165000,154027000,-1.7818,0.7251,0,,,0,India,-17479000,,,-1.7818,,0.7251,,BSE,0,13.90472175,-39073000,37437000,Textiles,258689000.00000003,98809631,-8746000,0.8932493,6708,110,-8.5650536,0.8932493,,,27.76168666,,0.2479956,0.38196301,Strong Buy,2021-02-13,-5.10515924,,-87.64432254,2351718.18181818,Process Industries,,482081000,561029000,258689000.00000003,4908580,,-0.5612488,312.69529297,221.613379
SPCAPIT,SP CAPITAL FINANCING LTD.,,0.00131912,-16965000,,220634000,287000,,9.05,9.0468,,0.5,0.5,3.0581038,India,,,,9.05,,9.0468,,BSE,,,58507000,54594000,Investment Banks/Brokers,58507000,98299478,54389000,92.96164627,,,93.47610583,93.47610583,,,1.80726887,,,,Sell,2021-06-25,27.95291865,28.56374488,28.26760979,,Finance,,3064000,3064000,58507000,6012200,,-0.25006196,-10.05291005,34.28120063
CHOKSILA,CHOKSI LABORATORIES LTD.,0.80327495,1.76342541,309304000,0.79636994,663807000,312941000,130292000,-3.74,-3.7439,,,,0,India,41956160,,,-3.74,,-3.7439,,BSE,,14.70343541,42049000,15129000,Miscellaneous Commercial Services,261762000,97304731,-26077000,-10.12356353,3800,,-1.58153767,-10.90194084,,,,,,,Buy,2021-06-30,-3.96946123,-13.73682,-5.43003057,,Commercial Services,,486345000,486345000,261762000,6965263,,0.31464693,36.98630137,47.36842105
CANDC,C & C CONSTRUCTION,0.79513146,-576.54342976,14932142000,,39281441000,15505559000,19515030000,,,,,,0,India,,,,,,,,NSE,0,,,,Engineering & Construction,,96691998,,,,,,,,,,,,,Sell,,-0.30153732,-505.83549784,-0.81677892,,Industrial Services,23389294.3147,,39308335000,,25445300,,0.6654713,30,-46.20689655
CANDC,C & C CONSTRUCTIONS LTD.,0.79513146,-576.54342976,14932142000,,39281441000,15505559000,19515030000,,,,,,0,India,,,,,,,,BSE,0,,,,Engineering & Construction,,96691998,,,,,,,,,,,,,Sell,,-0.30153732,-505.83549784,-0.81677892,,Industrial Services,23389294.3147,,39308335000,,25445300,,0.6654713,0,-45.89041096
CMMHOSP,CHENNAI MEENAKSHI MULTISPECIAL,0.50448461,-2.40580257,70422000,0.45562776,192013000,114764000,59621000,-1.6733,-1.6732,,,,0,India,6375000,22.4614,143169000,-1.6733,,-1.6732,,BSE,,33.98333838,66206999.99999999,21692000,Hospital/Nursing Management,194819000,96498444,-12498000,-6.41467208,7975,,-3.23223094,-6.41467208,,,,3.33252,0.49532359,0.49532359,Buy,2021-06-28,-6.46659617,,-17.09357706,,Health Services,,239716000,239716000,194819000,7468920,,0.2829093,17.4025974,30.51010587
ALFATRAN,ALFA TRANSFORMERS LTD.,1.00001688,0.22900292,9453000,0.67479263,364688000,40032000,118511000,-12.87,-12.8655,,,,0,India,-59933000,,,-12.87,,-12.8655,,BSE,,-6.91777788,-13587000,-7869000.00000001,Electrical Products,196407000,96447791,-117924000,-60.04062992,2697,,-36.44065639,-36.98849837,,,,,,,Sell,2021-06-30,-26.32669942,-48.01221436,-47.30868754,,Producer Manufacturing,,189878000,189878000,196407000,9150650,,0.60700774,-18.38291381,-17.69230769
PHYTO,PHYTO CHEM (INDIA) LTD.,1.3420081,1.89212038,191443000,0.81708103,457460000,192703000,412179000,1.15,1.1488,,,,0,India,22045000,,,1.15,,1.1488,,BSE,0,12.41166157,55216000,17093000,Chemicals: Agricultural,444880000,96105006,4932000,1.10861356,6995,,3.99815681,1.04882215,,,19.45508357,,,,Sell,2021-06-30,0.8695127,4.92405002,3.68258716,,Process Industries,,355614000,355614000,444880000,4300000,,0.08531739,-16.07476262,-16.54274721
KRETTOSYS,KRETTO SYSCON LIMITED,0.13421244,0.00136622,-1439254,,174609257,220000,1821437,0.08,0.0808,,,,0,India,,,79525600,0.08,,0.0808,,BSE,,,-49904,0,Medical Specialties,0,96074474,1188159,,171069,,,,0.56653613,0.502801,79.20792079,,,,Buy,2021-06-25,0.66881803,0.72067739,,,Health Technology,,13581554,13581554,0,14254400,,-0.16290955,73.69727047,14.94252874
OCTAVE,PERFECT-OCTAVE MEDIA PROJECTS,0.05020784,0.50904653,40015000,,123129000,40880000,2150000,-0.1,-0.101,,,,0,India,-1491000,,,-0.1,,-0.101,,BSE,35751000,12.95384901,1396000,1024000,Movies/Entertainment,10769000,95772276,-3408000,-31.63710651,6148,,-15.27532733,-31.63710651,,,,,,,Neutral,2021-06-24,-2.76809581,-4.16763508,,,Consumer Services,,42822000,42822000,10769000,34700100,,-0.52859366,90.57971014,134.82142857
PRADHIN,PRADHIN LIMITED,8.03889894,,,,66211000,,62205000,-0.62,-0.6241,,,,0,India,-2569000,,,-0.62,,-0.6241,,BSE,,0.49658649,960000,896000.00000003,Wholesale Distributors,239636000,95416122,-2270000,-0.94727003,2418,,-1.0737118,-0.88592699,,,,,,,Sell,2021-06-25,-3.10357981,-3.73797429,,,Distribution Services,,7738000,7738000,239636000,3648800,,0.08769323,58.76228694,26.49769463
UMIYA,UMIYA TUBES LIMITED,2.14985849,0.19186622,15225769,1.52581707,230345543,26614871,166745802,1.3,0.1139,,,,0,India,5093210,,,1.3,,0.1139,,BSE,,4.47602984,8781652,2524208,Steel,196192927,95063338,224492,0.11442461,772,,0.85017336,0.31589416,,,83.40649693,,,,Buy,2021-06-30,0.09840644,0.16259257,0.15893172,,Non-Energy Minerals,9055663.232,91629767,91629767,196192927,10006700,,-0.48392686,38.08139535,29.25170068
VBCFERROQ,VBC FERRO ALLOYS LTD.,0.70568956,0.12641299,119274000,,2761628000,175619000,506412000,-16.3169,-20.6413,0,,,0,India,-337355090,,,-16.3169,,-20.6413,,BSE,0,-1480.81090089,-169176011,-16224000,Other Metals/Minerals,424595315,94478526,-224204740,-1419.66802889,6869,20,-1700.82075099,-1327.7491194,0.21880582,,,,14.78742467,0.69577857,Sell,2021-02-13,,,,21229765.75,Non-Energy Minerals,,1107644819,1372380000,424595315,4394350,,-0.16219667,-17.39926804,37.75197082
ACIIN,ACI INFOCOM LTD.,11.40056972,,,10.4408573,175875000,,84045000,0.017,0.0169,,,,0,India,,,,0.017,,0.0169,,BSE,,31.42756308,2456000,2470000,Wholesale Distributors,5483000,93917266,1846000,32.59220046,2975,,20.11646374,43.35627316,,,50.29585799,,,,Neutral,2021-06-28,1.06142898,1.11368791,,,Distribution Services,,9107000,9107000,5483000,110490900,,0.01148104,161.29032258,84.09090909
TARAI,TARAI FOODS LTD.,0.37628866,-1.95454545,24100000,0.25257732,32900000,25800000,7300000,-0.15,-0.1648,,,,0,India,-1890000,,93239700,-0.15,,-0.1648,,BSE,0,1.37906648,7930000,-2570000,Agricultural Commodities/Milling,28270000,93781748,-2370000,-8.66336634,16075,,-12.30551627,-8.66336634,,,,,3.31618652,3.31735956,Strong Buy,2021-06-10,-5.46663394,-0.52673766,-9.57387802,,Process Industries,,46000000,46000000,28270000,17728120,,0.5057672,-17.77777778,35.36585366
SSWRL,SHREE STEEL WIRE ROPES LTD.,4.58171525,0.00174749,-15284000,3.13607746,149137000,222000,86599000,2.62,2.7428,,,,0,India,14688000,,,2.62,,2.7428,,BSE,2711000,32.10802929,52845000,17800000,Steel,164585000,93549594,8681000,5.52601999,57165,,7.33541939,7.49460765,,,10.29969374,,,,Buy,2021-05-28,6.21606142,7.44736329,7.44060043,,Non-Energy Minerals,,22098000,22098000,164585000,3311490,,0.8348164,44.38501902,13.44538292
DCMFINSERV,DCM FINANCIAL SERVICES LTD.,,-0.049782,-20952000,,391654000,21614000,,-0.06,-0.0608,,,,0,India,6336000,,,-0.06,,-0.0608,,BSE,,83.03768857,16897000,4454000,Finance/Rental/Leasing,20351000,93336608,-1290000,-6.3190998,22103,,14.70198025,14.69706648,,,,,,,Buy,2021-06-29,-0.31325925,,,,Finance,,825827000,825827000,20351000,18780000,,0.16008519,522.36842105,240.28776978
DCMFINSERV,DCM FINANCIAL SERV,,-0.049782,-20952000,,391654000,21614000,,-0.06,-0.0608,,,,0,India,6336000,,,-0.06,,-0.0608,,NSE,,83.03768857,16897000,4454000,Finance/Rental/Leasing,20351000,93336608,-1290000,-6.3190998,22103,,14.70198025,14.69706648,,,,,,,Buy,2021-06-29,-0.31325925,,,,Finance,,825827000,825827000,20351000,18780000,,0.16008519,429.41176471,157.14285714
RAGHUTOB,RAGHUNATH TOBACCO CO.LTD.,1.6616135,0.04589426,17111300,0.21722226,469410000,18051100,72867900,1.863,1.8629,,,,0,India,-4112300,,,,,,,BSE,,,-1332700,-262200,Real Estate Development,0,92640003,22354500,,10031,,,,,,,,,,Buy,2021-02-12,4.8184502,5.84981369,,,Finance,,76090700,76090700,0,12000000,,0.07613234,63.63636364,119.51219512
RAINBOWF,RAINBOW FOUNDATIONS LTD.,2.83478607,1.04989213,667892000,0.59974583,3028655000,675467000,3013525000,2.07,2.0735,-56000,,,0,India,63857000,,,2.07,,2.0735,,BSE,,20.12975571,69686000,19689000,Homebuilding,346188000,92620078,11438000,3.30368671,2184,,18.03147991,4.40048644,,,8.15047022,,,,Buy,2021-06-30,0.393852,1.79354185,1.488721,,Consumer Durables,,2385286000,2385286000,346188000,5513100,,0.13252856,69.52572149,63.10678641
FINELINE,FINE-LINE CIRCUITS LTD.,1.55706357,0.53146025,17249400,0.85416023,149879700,39764600,116870700,0.11,0.1115,,,,0,India,9961500,,,0.11,,0.1115,,BSE,,14.37282118,32565400,9760700,Electronic Components,226585500,92549880,529300,0.23346616,10708,,1.76432452,0.25147262,,,172.64573991,,,,Sell,2021-06-12,0.33647365,0.71378743,0.68696659,,Electronic Technology,,75058400,75058400,226585500,4807790,,-0.1627484,-34.74714519,-20
SPENTEX,SPENTEX INDUSTRIES LTD.,0.06754793,-0.3496662,3131905000,,2297046000,3138994000,751592000,,,,,,0,India,,,,,,,,BSE,0,,,,Textiles,,92465192,,,,,,,,,,,,,Strong Buy,,,,,,Process Industries,65589872.615945,,11274162000,,89772035,,0.6514821,260,38.46153846
SPENTEX,SPENTEX INDUSTRIES,0.06754793,-0.3496662,3131905000,,2297046000,3138994000,751592000,,,,,,0,India,,,,,,,,NSE,0,,,,Textiles,,92465192,,,,,,,,,,,,,Strong Buy,,,,,,Process Industries,65589872.615945,,11274162000,,89772035,,0.6514821,10.52631579,40
VCU,VCU DATA MANAGEMENT LTD,1.60202757,,,,353149000,,25916000,-0.1,-0.0943,,,,0,India,-24321000,,,-0.1,,-0.0943,,BSE,,-28.23448349,-22601000,18000,Telecommunications Equipment,18867000,92224997,-1475000,-7.84438437,331,,-128.90761647,-8.09349658,,,,,,,Strong Sell,2021-06-29,-0.30550617,-0.54490122,,,Electronic Technology,12119992.5,82277000,82277000,18867000,15500000,,-0.4467716,21.88139059,33.632287
EASUNREYRL,EASUN REYROLLE LTD.,0.86250071,2.52804757,3373609000,,5844638000,3489909000,3703936000,,,,,,0,India,,,,,,,,BSE,119411000,,,,Electrical Products,,92074478,,,,,,,,,,,,,Buy,,-1.73816626,-7.15894806,-6.79837056,,Producer Manufacturing,18370928.6193,,4464162000,,30794100,,-0.46181035,66.66666667,10.70110701
EASUNREYRL,EASUN REYROLLE LTD,0.86250071,2.52804757,3373609000,,5844638000,3489909000,3703936000,,,,,,0,India,,,,,,,,NSE,119411000,,,,Electrical Products,,92074478,,,,,,,,,,,,,Neutral,,-1.73816626,-7.15894806,-6.79837056,,Producer Manufacturing,18370928.6193,,4464162000,,30794100,,-0.46181035,-6.34920635,3.50877193
MRP,MRP AGRO LIMITED,78.3565976,0.00004066,-3266000,,74696000,3000,71853000,1.54,,,,,0,India,,,,1.54,,,,BSE,0,,5324999.99999999,,Food Distributors,202749000,91904927,2625000,,,,,,,,,,,,Sell,2021-06-21,5.43816035,5.79387064,5.61371243,,Distribution Services,,920000,920000,202749000,2979090,,0.36111772,,
NEOINFRA,NEO INFRACON LTD.,1.33638268,4.2091856,197641000,0.47910598,451151000,223070000,405091000,2.02,2.0244,,,,0,India,-8111000,,,,,,,BSE,,4.51636755,3494000.00000001,8518000,Real Estate Development,148770000,91807634,10726000,7.2104591,,,-5.98911071,8.93056396,,,,,,,Buy,2021-02-10,2.31736191,22.52029522,10.51918519,,Finance,,398155000,398155000,148770000,5306800,,-0.05524725,-43.6065541,33.33334109
SHREYASI,SHREYAS INTERMEDIATES LTD.,4.75914545,0.29579482,65563999.99999999,,311819000,66500000,97572000,-0.21,-0.2115,,,,0,India,-3404000,,,-0.21,,-0.2115,,BSE,,,-17050000,-4264000,Industrial Specialties,0,90664964,-14672000,,4355,,,,,,,,,,Strong Sell,2021-06-30,-4.53068909,-6.31994032,-4.83579505,,Process Industries,,87002000,87002000,0,16103900,,0.37434125,61.79104478,-55.61015561
GARGFUR,GARG FURNACE LTD.,0.85111938,0.7865981,51477000,0.45755881,438979000,66687000,242855000,-11.74,-11.7344,,,,0,India,941000,,,-11.74,,-11.7344,,BSE,,7.1713805,169014000,51587000,Steel,1193508000,90396180,-47050000,-3.94216042,1529,,-1.15876894,-3.88987757,,,,,,,Sell,2021-06-30,-10.24795577,-43.37273871,-25.84949679,,Non-Energy Minerals,,354200000,354200000,1193508000,4008700,,-0.53963727,57.60470977,135.97360836
CITADEL,CITADEL REALTY AND DEVELOPERS,,1.74143367,166199000,,266754000.00000003,166798000,,0.44,0.441,0,,,0,India,,,,0.44,,0.441,,BSE,,97.07347447,21827000,5199000,Real Estate Development,22484000,90365667,3507000,15.5933108,3490,,89.51254225,21.53976161,,,25.96371882,,,,Buy,2021-05-03,1.37026723,3.72865674,,,Finance,,170972000,170972000,22484000,7892200,,0.76041174,22.33333333,5.86538462
GENUSPRIME,GENUS PRIME INFRA LIMITED,0.25509461,0.20516446,112877000,,686785000,114340000,2103000,-0.02,-0.0205,,,,0,India,-329000,,,-0.02,,-0.0205,,BSE,,-13.70833333,-329000,-328000,Financial Conglomerates,2400000,89857170,-330000,-13.75,5445,,-13.70833333,-13.75,,,,,,,Sell,2021-06-28,-0.04785982,-0.05897107,-0.04955923,,Finance,,129476000,129476000,2400000,14926400,,0.59444374,59.77653631,120
ACROW,ACROW INDIA LTD.,212.11375,,,203.82875,214542000,,169691000,-2.18,-2.1816,,,,0,India,-6802000,,,-2.18,,-2.1816,,BSE,,,-2401000,-600000,Engineering & Construction,0,89664002,-1398000,,,,,,,,,,,,Sell,2021-06-23,-0.64852168,-0.65146124,,,Industrial Services,,800000,800000,0,640000,,0.8066256,58.73016413,19.70927747
DSINVEST,DALAL STREET INVESTMENTS LTD.,,0.86747481,8775000,,87300000,40289000,,4.39,5.0877,,,,0,India,,,,4.39,,5.0877,,BSE,,28.96477354,11003000,-1004000,Investment Banks/Brokers,13909000,88693330,1383000,11.53127247,,,9.94967649,9.94967649,,,55.32952022,,,,Buy,2021-06-25,2.15210533,3.65911231,2.50702293,,Finance,30962.006906,40856000,40289000,13909000,315074,,0.00888932,-4.31767629,-8.32364817
COMCL,COMFORT COMMOTRADE LTD.,,0.12500503,-27366000,,413688000,37289000,,11.8,11.8025,,,,0,India,139597000,,,11.8,,11.8025,,BSE,,24.8221611,226082000,-37569000,Investment Banks/Brokers,804941000,87975601,118238000,14.68900865,4297,,17.30534622,17.30534622,,,0.74391019,,,,Buy,2021-06-21,37.15444513,49.25585574,,,Finance,5999996.04,115388000,115388000,804941000,10020000,,-0.51220965,292.57641921,72.88461538
MULLER,MULLER & PHIPPS (INDIA) LTD.,0.431015,-0.59657169,10716000,0.38493708,46783000,15870000,11440000,27.63,27.8088,,,,0,India,2605000,,,,,,,BSE,,31.58556836,12394000,2176000,Wholesale Distributors,39746000,87843752,17270000,43.72515473,2797,,6.34026066,43.72515473,,,,,,,Strong Buy,2021-02-08,36.35344776,,,,Distribution Services,,73385000,73385000,39746000,625000,,-0.05334278,86.7721519,220.76086957
NETLINK,NETLINK SOLUTIONS (INDIA) LTD.,26.44357977,,,,98209000,,6796000,9.12,7.9799,,,,0,India,-7805000,,,9.12,,7.9799,,BSE,,-1348.60883797,-8240000,-3527000,Packaged Software,611000,87674848,23057000,3773.6497545,,,-1348.60883797,3760.72013093,,,3.7030538,,,,Buy,2021-06-17,26.59400231,27.46613935,,,Technology Services,,2733000,2733000,611000,2967000,,-0.30073515,185.23810476,210.04141822
GORANIN,GORANI INDUSTRIES LTD.,1.52828231,0.47404263,18734000,0.97343537,119284000,27357000,89863000,1.35,1.3487,,,,0,India,12548000,,,1.35,,1.3487,,BSE,,11.20224371,20609000,4884000,Electronics/Appliances,183980000,87020539,6599000,3.58678342,1344,,5.05867454,4.96192542,,,13.23496701,,,,Strong Buy,2021-06-29,5.33209392,12.14020288,12.03193544,,Consumer Durables,,61574000,61574000,183980000,4875100,,0.03307004,71.4023923,11.90904919
INNOVATIVE,INNOVATIVE IDEALS AND SERVICES,1.85626118,0.77751804,138891000,,388801000,139028000,235502000,-5.16,-5.1613,,,,0,India,-70167000,,,-5.16,,-5.1613,,BSE,0,-156.51215392,-54665000,,Electronics/Appliances,34927000,86944489,-58743000,-168.18793484,149,,-202.7056432,-223.53193804,,,,,,,Sell,2021-07-07,-14.05207182,-28.21713693,-23.38234592,,Consumer Durables,10391192.3388,209991000,209991000,34927000,11380200,,0.38002545,-36.7768595,-7.16019417
KAUSHALYA,KAUSHALYA INFRASTRUCTURE DEVEL,0.27305844,0.60740468,238921000,0.27121067,687233000,244006000,77731000,0.18,0.1524,,,,0,India,-21908000,,,0.18,,0.1524,,BSE,17000,-488.87381275,-10809000,-5381000,Engineering & Construction,2211000,86922892,6376000,245.09271823,19176,,-1164.76707372,1988.64767074,,,16.60104987,,,,Buy,2021-06-30,0.7075096,1.3870474,,,Industrial Services,,285514000,285514000,2211000,34630630,,1.0519173,471.42857143,42.85714286
KAUSHALYA,KAUSHALYA INFRASTR,0.27305844,0.60740468,238921000,0.27121067,687233000,244006000,77731000,0.18,0.1524,,,,0,India,-21908000,,,0.18,,0.1524,,NSE,17000,-488.87381275,-10809000,-5381000,Engineering & Construction,2211000,86922892,6376000,245.09271823,19176,,-1164.76707372,1988.64767074,,,15.09186352,,,,Buy,2021-06-30,0.7075096,1.3870474,,,Industrial Services,,285514000,285514000,2211000,34630630,,1.0519173,220,45.45454545
TRIVENIGQ,TRIVENI GLASS LTD.,0.08946286,1.01228329,169664000,,725958000,190700000,47255000,0.05,0.0514,,,,0,India,-8464000,,,0.05,,0.0514,,BSE,0,,-41000,-41000,Industrial Specialties,0,85938341,627000,,12805,,,,,,132.49027237,,,,Sell,2021-06-22,0.08681217,0.33215815,0.31566149,,Process Industries,,537573000,537573000,0,12619434,,0.57948107,-21.4695752,-19.24439197
JAINSTUDIO,JAIN STUDIOS,1.12462815,0,-148000,,675742000,0,368598000,,,,,,0,India,,,,,,,,NSE,0,,,,Broadcasting,,85784042,,,,,,,,,,,,,Buy,,-1.61486543,-3.11809612,-3.11809612,,Consumer Services,,,327751000,,28594700,,0.8179407,58.33333333,42.5
JAINSTUDIO,JAIN STUDIOS LTD.,1.12462815,0,-148000,,675742000,0,368598000,,,,,,0,India,,,,,,,,BSE,0,,,,Broadcasting,,85784042,,,,,,,,,,,,,Buy,,-1.61486543,-3.11809612,-3.11809612,,Consumer Services,,,327751000,,28594700,,0.8179407,171.02803738,61.11111111
SAENTER,SOUTH ASIAN ENTERPRISES LTD.,31.16122474,,,30.33160077,72921409,,57733741,-0.28,-0.2772,,,,0,India,-4079000,,,-0.28,,-0.2772,,BSE,,4.134806,291000,230000,Movies/Entertainment,7062000,85199997,-1107000,-15.73208723,5759,,-66.76578873,-17.884452,,,,,,,Strong Buy,2021-06-28,-1.50456537,-1.55179972,,,Consumer Services,,1957521,1957521,7062000,4000000,,0.38304183,231.11111111,223.44428365
SWITCHTE,SWITCHING TECHNOLOGIES GUNTHER,0.69752659,-0.20927362,9715800,0.16496457,98438000,9817800,94213800,-16.462,-16.4633,,,,0,India,-43964300,,,-16.462,,-16.4633,,BSE,0,-18.98295786,-20692200,-19059000,Electrical Products,109000100,85137502,-40333000,-37.00445136,3332,,-41.22544504,-37.00445136,,,,,,,Sell,2021-06-28,-43.44315462,,,,Producer Manufacturing,,145351700,145351700,109000100,2450000,,0.02552439,-27.53478782,45.50899184
ACESOFT,ACE SOFTWARE EXPORTS LTD.,4.23628736,0.08430965,8406000,3.61599371,240555000,17235000,80786000,-2.05,2.3669,,,,0,India,-8221000,,,-2.05,,2.3669,,BSE,,58.92881356,52152000,11199000,Data Processing Services,88500000,84941995,-6146000,-14.6960452,3506,,-16.54011299,-10.27909605,,,7.66825806,,,,Sell,2021-06-30,-5.39506869,-6.67179645,-6.20423506,,Technology Services,,36130000,36130000,88500000,4680000,,-0.24643916,9.375,6.44768209
